EID,GPU Duration (µs),Input Vertices Read,Input Primitives,GS Primitives,Rasterizer Invocations,Rasterized Primitives,Samples Passed,VS Invocations,TCS Invocations,TES Invocations,GS Invocations,PS Invocations,CS Invocations,CL Stall (%),Clipper Bottleneck (%),DS Bottleneck (%),DS Stall (%),Samples Killed in FS,GS Bottleneck (%),HS Bottleneck (%),HS Stall (%),VF Bottleneck (%),Pixels Failing Tests,Samples Blended,Samples Written,Rasterized Pixels,BC Bottleneck (%),Early Depth Test Fails,Early Hi-Depth Test Fails,Hi-Depth Bottleneck (%),SF Stall (%),Strip-Fans Bottleneck (%),SO Bottleneck (%),SO Stall (%),VS Bottleneck (%),CS EM Pipe Active (%),CS FPU Pipe Active (%),CS Send Pipeline Active (%),EU AVG IPC Rate,EU Active (%),EU Stall (%),EU Thread Occupancy (%),Shader Barrier Messages,CS Threads Dispatched,DS EM Pipe Active (%),DS FPU Pipe Active (%),DS Send Pipe Active (%),DS Threads Dispatched,FS Threads Dispatched,GS EM Pipe Active (%),GS FPU Pipe Active (%),GS Send Pipe Active (%),GS Threads Dispatched,HS EM Pipe Active (%),HS FPU Pipe Active (%),HS Send Pipe Active (%),HS Threads Dispatched,EM Pipe Active (%),EU FPU And EM Pipes Active (%),EU FPU Pipe Active (%),EU Send Pipe Active (%),PS EM Pipe Active (%),PS FPU Pipe Active (%),PS Send Pipeline Active (%),VS EM Pipe Active (%),VS FPU Pipe Active (%),VS Send Pipe Active (%),VS Threads Dispatched,AVG GPU Core Frequency,Any Engine Busy (%),Blitter Ring Busy (%),Compute Ring Busy (%),GPU Busy (%),GPU Core Clocks,GPU Time Elapsed (µs),Posh Ring Busy (%),Render Ring Busy (%),Render and compute engines are simultaneously busy (%),TestCounter0,TestCounter1,TestCounter2,TestCounter3,TestCounter4,TestCounter5,TestCounter6,TestCounter7,TestCounter8,TestCounter9 - OAR enable,Vdbox0 Ring Busy (%),Vebox Ring Busy (%),Slice0 Pipe0 PS Output Available (%),Slice0 Pipe0 Pixel Values Ready (%),Polygon Data Ready (%),Slice0 Dualsubslice0 Non-sampler Shader Access Stalled On L3 (%),Slice0 Dualsubslice1 Non-sampler Shader Access Stalled On L3 (%),Slice0 Rasterizer Input Available (%),Slice0 Rasterizer Output Ready (%),Slice0 Pipe0 Post-EarlyZ Pixel Data Ready (%),Sampler Slice0 Dualsubslice0 is bottleneck (%),Slice0 DualSubslice0 Input Available (%),Slice0 DualSubslice0 Sampler Output Ready (%),Slice0 DualSubslice1 Input Available (%),Slice0 DualSubslice1 Sampler Output Ready (%),Non-PS Thread Ready For Dispatch on Slice0 DualSubslice0 Thread Dispatcher (%),Non-PS Thread Ready For Dispatch on Slice0 DualSubslice1 Thread Dispatcher (%),PS Thread Ready For Dispatch on Slice0 Dualsubslice0 Thread Dispatcher (%),PS Thread Ready For Dispatch on Slice0 Dualsubslice1 Thread Dispatcher (%),Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher (%),Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 0 (%),Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 1 (%),Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 2 (%),Thread Header Ready on Slice0 DualSubslice0 Thread Dispatcher Port 3 (%),Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher (%),Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 0 (%),Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 1 (%),Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 2 (%),Thread Header Ready on Slice0 DualSubslice1 Thread Dispatcher Port 3 (%),GTI Read Throughput (bytes),GTI Write Throughput (bytes),SQ00 is full (%),SQ01 is full (%),SQ10 is full (%),SQ11 is full (%),Slice0 L3 Bank0 Input Available (%),Slice0 L3 Bank0 Output Ready (%),Slice0 L3 Bank1 Input Available (%),Slice0 L3 Bank1 Output Ready (%),Slice0 L3 Bank2 Input Available (%),Slice0 L3 Bank2 Output Ready (%),Slice0 L3 Bank3 Input Available (%),Slice0 L3 Bank3 Output Ready (%),L3 Shader Throughput (bytes),Shader Memory Accesses,Shader Atomic Memory Accesses,SLM Bytes Read (bytes),SLM Bytes Written (bytes),Sampler00 Busy (%),Samplers Bottleneck (%),Samplers Busy (%),Sampler Texels Misses,Sampler Texels
137,595.41668,3,1,0,1,1,307200,3,0,0,0,307200,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00093,0.03704,0,0,307200,307200,0.00,0,0,0.18826,0.00,0.00,0.00,0.00013,0.00,0.00,0.00,0.00,1.03487,81.14384,18.33262,98.91906,0,0,0.00,0.00,0.00,0,9600,0.00,0.00,0.00,0,0.00,0.00,0.00,0,3.20753,2.69927,76.91232,9.91534,3.21426,77.53181,9.85707,0.00,0.00013,0.00013,2,399100819,100.07695,0.00,0.00,100.00,742294,1859.916,0.00,100.29301,0.00,0,747577,747777,373988,249392,249459,124763,499185,748977,749177,0.00,100.45168,5.17572,5.19864,0.0004,0.16641,0.28407,69.58343,71.57463,97.70622,0.00481,19.53531,19.52524,19.55707,19.22791,0.00081,0.00,98.77248,98.78001,13.81883,3.71821,3.71862,3.70584,3.70624,13.8386,3.71821,3.71821,3.70584,3.70584,7048128,494656,0.00,0.00,0.00,0.00,1.61436,1.5856,6.2019,6.10239,4.25998,4.14033,5.39733,4.8398,19685376,307584,0,0,0,97.3006,0.00481,97.3006,358596,1228800

