os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 22.04.1 LTS,11th Gen Intel Core i5-11400 @ 2.60GHz,UHD Graphics 730,65647272,5.15.0-50-generic,4.6 Mesa 22.2.0-devel,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
61.5726,16241,8.62355,0,33,0,0,0,0,0,12.3423,300379424
89.8069,11135,8.62355,0,33,0,0,0,0,0,12.3423,400543663
57.0711,17522,8.62355,0,33,0,0,0,0,0,12.3423,500627482
84.1751,11880,8.62355,0,33,0,0,0,0,0,12.3423,600709515
56.1262,17817,8.62355,0,33,0,0,0,0,0,12.3423,700789542
85.4409,11704,5.53691,0,33,0,0,0,0,0,12.3279,800920550
77.7847,12856,5.53691,0,33,0,0,0,0,0,12.3279,901002497
98.8728,10114,5.53691,0,33,0,0,0,0,0,12.3279,1001027480
85.2951,11724,5.53691,0,33,0,0,0,0,0,12.3279,1101141057
56.2588,17775,5.53691,0,33,0,0,0,0,0,12.3279,1201253745
81.42,12282,5.53691,0,33,0,0,0,0,0,12.3279,1301336339
84.9618,11770,9.29487,0,32,0,0,0,0,0,12.3347,1401425611
84.969,11769,9.29487,0,32,0,0,0,0,0,12.3347,1501522599
82.4198,12133,9.29487,0,32,0,0,0,0,0,12.3347,1601625589
82.203,12165,9.29487,0,32,0,0,0,0,0,12.3347,1701699866
82.0143,12193,9.29487,0,32,0,0,0,0,0,12.3347,1801787286
56.6283,17659,3.9801,0,32,0,0,0,0,0,12.3347,1901902931
92.2424,10841,3.9801,0,32,0,0,0,0,0,12.3347,2001997799
56.6861,17641,3.9801,0,32,0,0,0,0,0,12.3347,2102107228
82.176,12169,3.9801,0,32,0,0,0,0,0,12.3347,2202221497
72.3799,13816,3.9801,0,32,0,0,0,0,0,12.3347,2302320834
54.4188,18376,7.15447,0,31,0,0,0,0,0,12.3382,2402427070
56.057,17839,7.15447,0,31,0,0,0,0,0,12.3382,2502522681
79.7067,12546,7.15447,0,31,0,0,0,0,0,12.3382,2602626616
84.1326,11886,7.15447,0,31,0,0,0,0,0,12.3382,2702732795
70.6764,14149,7.15447,0,31,0,0,0,0,0,12.3382,2802871586
85.6238,11679,5.12397,0,31,0,0,0,0,0,12.3382,2903001963
90.2364,11082,5.12397,0,31,0,0,0,0,0,12.3382,3003064892
93.0925,10742,5.12397,0,31,0,0,0,0,0,12.3382,3103233207
80.8473,12369,5.12397,0,31,0,0,0,0,0,12.3382,3203357768
56.0381,17845,5.12397,0,31,0,0,0,0,0,12.3382,3303511483
81.706,12239,6.29139,0,33,0,0,0,0,0,12.3431,3403595415
72.3327,13825,6.29139,0,33,0,0,0,0,0,12.3431,3503734476
56.5259,17691,6.29139,0,33,0,0,0,0,0,12.3431,3603912191
56.3349,17751,6.29139,0,33,0,0,0,0,0,12.3431,3704051260
61.6067,16232,6.29139,0,33,0,0,0,0,0,12.3431,3804222347
55.7787,17928,4.47761,0,33,0,0,0,0,0,12.3431,3904369920
91.5751,10920,4.47761,0,33,0,0,0,0,0,12.3431,4004435116
85.8516,11648,4.47761,0,33,0,0,0,0,0,12.3431,4104513526
70.502,14184,4.47761,0,33,0,0,0,0,0,12.3431,4204637688
56.5771,17675,4.47761,0,33,0,0,0,0,0,12.3431,4304779643
89.8634,11128,8.58086,0,33,0,0,0,0,0,12.3525,4404860643
65.1084,15359,8.58086,0,33,0,0,0,0,0,12.3525,4504959095
84.9618,11770,8.58086,0,33,0,0,0,0,0,12.3525,4605094383
76.3709,13094,8.58086,0,33,0,0,0,0,0,12.3525,4705174688
75.7346,13204,8.58086,0,33,0,0,0,0,0,12.3525,4805259119
55.0146,18177,6.3228,0,33,0,0,0,0,0,12.3518,4905373490
92.3361,10830,6.3228,0,33,0,0,0,0,0,12.3518,5005458662
81.7595,12231,6.3228,0,33,0,0,0,0,0,12.3518,5105555885
56.392,17733,6.3228,0,33,0,0,0,0,0,12.3518,5205639725
72.7484,13746,6.3228,0,33,0,0,0,0,0,12.3518,5305727701
70.5965,14165,6.51085,0,33,0,0,0,0,0,12.3583,5405816170
81.6193,12252,6.51085,0,33,0,0,0,0,0,12.3583,5505896771
80.7885,12378,6.51085,0,33,0,0,0,0,0,12.3583,5605998862
84.7099,11805,6.51085,0,33,0,0,0,0,0,12.3583,5706151328
57.3033,17451,6.51085,0,33,0,0,0,0,0,12.3583,5806237531
84.2886,11864,5.12397,0,33,0,0,0,0,0,12.358,5906317725
89.9604,11116,5.12397,0,33,0,0,0,0,0,12.358,6006440140
56.9833,17549,5.12397,0,33,0,0,0,0,0,12.358,6106559164
75.6372,13221,5.12397,0,33,0,0,0,0,0,12.358,6206670282
57.1461,17499,5.12397,0,33,0,0,0,0,0,12.358,6306752687
72.3223,13827,6.74342,0,32,0,0,0,0,0,12.3641,6406913627
85.7192,11666,6.74342,0,32,0,0,0,0,0,12.3641,6507060966
84.8536,11785,6.74342,0,32,0,0,0,0,0,12.3641,6607148760
85.5578,11688,6.74342,0,32,0,0,0,0,0,12.3641,6707241140
83.9137,11917,6.74342,0,32,0,0,0,0,0,12.3641,6807367880
55.8503,17905,6.74342,0,32,0,0,0,0,0,12.3641,6907515567
85.6458,11676,4.3771,0,32,0,0,0,0,0,12.3641,7007642377
74.499,13423,4.3771,0,32,0,0,0,0,0,12.3641,7107742598
82.8432,12071,4.3771,0,32,0,0,0,0,0,12.3641,7207916512
86.0585,11620,4.3771,0,32,0,0,0,0,0,12.3641,7308080541
721.501,1386,4.3771,0,32,0,0,0,0,0,12.3641,7408233647
54.942,18201,5.62914,0,33,0,0,0,0,0,12.3737,7508344579
81.0241,12342,5.62914,0,33,0,0,0,0,0,12.3737,7608481441
77.1307,12965,5.62914,0,33,0,0,0,0,0,12.3737,7708561711
56.101,17825,5.62914,0,33,0,0,0,0,0,12.3737,7808711619
77.3455,12929,5.62914,0,33,0,0,0,0,0,12.3737,7908891245
89.214,11209,5.76606,0,33,0,0,0,0,0,12.3832,8009072117
76.858,13011,5.76606,0,33,0,0,0,0,0,12.3832,8109154666
55.417,18045,5.76606,0,33,0,0,0,0,0,12.3832,8209238906
80.6322,12402,5.76606,0,33,0,0,0,0,0,12.3832,8309313896
55.9942,17859,5.76606,0,33,0,0,0,0,0,12.3832,8409406318
75.959,13165,7.17781,0,32,0,0,0,0,0,12.359,8509485176
1592.36,628,7.17781,0,32,0,0,0,0,0,12.359,8609586547
56.2525,17777,7.17781,0,32,0,0,0,0,0,12.359,8709766849
82.5968,12107,7.17781,0,32,0,0,0,0,0,12.359,8809856961
56.5131,17695,7.17781,0,32,0,0,0,0,0,12.359,8910031813
91.76,10898,6.6778,0,32,0,0,0,0,0,12.346,9010098091
57.0581,17526,6.6778,0,32,0,0,0,0,0,12.346,9110246524
84.5666,11825,6.6778,0,32,0,0,0,0,0,12.346,9210329946
81.5262,12266,6.6778,0,32,0,0,0,0,0,12.346,9310404646
56.5483,17684,6.6778,0,32,0,0,0,0,0,12.346,9410468771
81.3273,12296,5.63847,0,31,0,0,0,0,0,12.346,9510548494
55.9785,17864,5.63847,0,31,0,0,0,0,0,12.346,9610685893
70.0918,14267,5.63847,0,31,0,0,0,0,0,12.346,9710874949
81.3339,12295,5.63847,0,31,0,0,0,0,0,12.346,9811036106
56.5259,17691,5.63847,0,31,0,0,0,0,0,12.346,9911200304
88.1135,11349,5.68562,0,31,0,0,0,0,0,12.3547,10011334987
56.1672,17804,5.68562,0,31,0,0,0,0,0,12.3547,10111487722
79.384,12597,5.68562,0,31,0,0,0,0,0,12.3547,10211672829
56.899,17575,5.68562,0,31,0,0,0,0,0,12.3547,10311811973
71.582,13970,5.68562,0,31,0,0,0,0,0,12.3547,10411888963
84.3739,11852,6.84474,0,31,0,0,0,0,0,12.3364,10511965332
84.4523,11841,6.84474,0,31,0,0,0,0,0,12.3364,10612111007
81.666,12245,6.84474,0,31,0,0,0,0,0,12.3364,10712242948
56.4589,17712,6.84474,0,31,0,0,0,0,0,12.3364,10812382013
56.9573,17557,6.84474,0,31,0,0,0,0,0,12.3364,10912522406
72.2387,13843,5.66667,0,31,0,0,0,0,0,12.3453,11012653238
