os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 22.04.1 LTS,11th Gen Intel Core i5-11400 @ 2.60GHz,UHD Graphics 730,65647272,5.15.0-50-generic,4.6 Mesa 22.2.0-devel,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
4.97723,200915,1.93638,0,32,0,0,0,0,0,12.595,101214817
4.97723,200915,1.93638,0,32,0,0,0,0,0,12.595,201431270
9.59306,104242,1.93638,0,32,0,0,0,0,0,12.595,301542763
1204.82,830,1.93638,0,32,0,0,0,0,0,12.595,401677903
10.2851,97228,1.93638,0,32,0,0,0,0,0,12.595,501811258
9.59049,104270,1.93638,0,32,0,0,0,0,0,12.595,601949052
9.63243,103816,3.73984,0,32,0,0,0,0,0,12.5796,702084156
10.0273,99728,3.73984,0,32,0,0,0,0,0,12.5796,802230933
10.1564,98460,3.73984,0,32,0,0,0,0,0,12.5796,902357207
9.74573,102609,3.73984,0,32,0,0,0,0,0,12.5796,1002522326
9.24249,108196,3.73984,0,32,0,0,0,0,0,12.5796,1102658800
9.8868,101145,1.64474,0,32,0,0,0,0,0,12.5794,1202793556
9.29403,107596,1.64474,0,32,0,0,0,0,0,12.5794,1302853597
9.29403,107596,1.64474,0,32,0,0,0,0,0,12.5794,1402932625
5.09287,196353,1.64474,0,32,0,0,0,0,0,12.5794,1503084457
999.001,1001,1.64474,0,32,0,0,0,0,0,12.5794,1603217514
10.3569,96554,3.92799,0,32,0,0,0,0,0,12.5602,1703369251
10.2812,97265,3.92799,0,32,0,0,0,0,0,12.5602,1803499373
9.51728,105072,3.92799,0,32,0,0,0,0,0,12.5602,1903635840
9.55831,104621,3.92799,0,32,0,0,0,0,0,12.5602,2003769268
10.5285,94980,3.92799,0,32,0,0,0,0,0,12.5602,2103906270
9.98662,100134,2.32558,0,31,0,0,0,0,0,12.5615,2204042767
9.45358,105780,2.32558,0,31,0,0,0,0,0,12.5615,2304102897
9.86125,101407,2.32558,0,31,0,0,0,0,0,12.5615,2404241597
10.2881,97200,2.32558,0,31,0,0,0,0,0,12.5615,2504371643
9.9987,100013,2.32558,0,31,0,0,0,0,0,12.5615,2604507720
9.6768,103340,2.31405,0,31,0,0,0,0,0,12.5724,2704643821
9.75001,102564,2.31405,0,31,0,0,0,0,0,12.5724,2804775259
9.92507,100755,2.31405,0,31,0,0,0,0,0,12.5724,2904911983
9.5428,104791,2.31405,0,31,0,0,0,0,0,12.5724,3005041654
10.0899,99109,2.31405,0,31,0,0,0,0,0,12.5724,3105173214
9.999,100010,1.15512,0,32,0,0,0,0,0,12.5724,3205309244
9.94233,100580,1.15512,0,32,0,0,0,0,0,12.5724,3305404217
9.94253,100578,1.15512,0,32,0,0,0,0,0,12.5724,3405550422
10.2638,97430,1.15512,0,32,0,0,0,0,0,12.5724,3505688425
10.2367,97688,1.15512,0,32,0,0,0,0,0,12.5724,3605822625
9.50932,105160,2.01005,0,32,0,0,0,0,0,12.587,3705961047
9.7948,102095,2.01005,0,32,0,0,0,0,0,12.587,3806092884
10.1818,98214,2.01005,0,32,0,0,0,0,0,12.587,3906196296
10.0159,99841,2.01005,0,32,0,0,0,0,0,12.587,4006338131
9.77269,102326,2.01005,0,32,0,0,0,0,0,12.587,4106476772
9.84921,101531,1.16667,0,30,0,0,0,0,0,12.587,4206613995
9.94342,100569,1.16667,0,30,0,0,0,0,0,12.587,4306675225
