os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 22.04.1 LTS,11th Gen Intel Core i5-11400 @ 2.60GHz,UHD Graphics 730,65647272,5.15.0-50-generic,4.6 Mesa 22.2.0-devel,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
37.7872,26464,5.61798,0,32,0,0,0,0,0,12.5115,123323702
35.5733,28111,5.61798,0,32,0,0,0,0,0,12.5115,223452275
27.1054,36893,5.61798,0,32,0,0,0,0,0,12.5115,323632070
35.387,28259,5.61798,0,32,0,0,0,0,0,12.5115,423795873
33.3045,30026,5.61798,0,32,0,0,0,0,0,12.5115,523939930
30.1532,33164,5.61798,0,32,0,0,0,0,0,12.5115,624085149
29.209,34236,3.1405,0,32,0,0,0,0,0,12.5117,724222266
33.4046,29936,3.1405,0,32,0,0,0,0,0,12.5117,824341776
34.2149,29227,3.1405,0,32,0,0,0,0,0,12.5117,924409221
32.7354,30548,3.1405,0,32,0,0,0,0,0,12.5117,1024562160
32.4065,30858,3.1405,0,32,0,0,0,0,0,12.5117,1124666828
28.7117,34829,5.97015,0,33,0,0,0,0,0,12.5267,1224745519
28.1555,35517,5.97015,0,33,0,0,0,0,0,12.5267,1324839402
35.6163,28077,5.97015,0,33,0,0,0,0,0,12.5267,1424933478
30.1814,33133,5.97015,0,33,0,0,0,0,0,12.5267,1525029387
29.8383,33514,5.97015,0,33,0,0,0,0,0,12.5267,1625123850
29.3152,34112,2.77778,0,33,0,0,0,0,0,12.5267,1725227260
34.4139,29058,2.77778,0,33,0,0,0,0,0,12.5267,1825324571
33.5413,29814,2.77778,0,33,0,0,0,0,0,12.5267,1925458188
29.329,34096,2.77778,0,33,0,0,0,0,0,12.5267,2025543779
32.3677,30895,2.77778,0,33,0,0,0,0,0,12.5267,2125634417
29.7398,33625,4.67742,0,33,0,0,0,0,0,12.5351,2225778547
34.6524,28858,4.67742,0,33,0,0,0,0,0,12.5351,2325920906
34.6464,28863,4.67742,0,33,0,0,0,0,0,12.5351,2426091948
31.7733,31473,4.67742,0,33,0,0,0,0,0,12.5351,2526252260
31.6696,31576,4.67742,0,33,0,0,0,0,0,12.5351,2626406008
34.2654,29184,3.27332,0,33,0,0,0,0,0,12.5351,2726599375
28.9981,34485,3.27332,0,33,0,0,0,0,0,12.5351,2826744060
36.2845,27560,3.27332,0,33,0,0,0,0,0,12.5351,2926878812
27.1628,36815,3.27332,0,33,0,0,0,0,0,12.5351,3027012331
38.8682,25728,3.27332,0,33,0,0,0,0,0,12.5351,3127078920
31.2159,32035,4.49251,0,33,0,0,0,0,0,12.5494,3227176883
28.9268,34570,4.49251,0,33,0,0,0,0,0,12.5494,3327343926
35.9195,27840,4.49251,0,33,0,0,0,0,0,12.5494,3427559625
33.2116,30110,4.49251,0,33,0,0,0,0,0,12.5494,3527705728
30.3748,32922,4.49251,0,33,0,0,0,0,0,12.5494,3627835607
27.6442,36174,3.43699,0,33,0,0,0,0,0,12.5494,3727973877
28.1595,35512,3.43699,0,33,0,0,0,0,0,12.5494,3828067574
36.8976,27102,3.43699,0,33,0,0,0,0,0,12.5494,3928175891
33.4091,29932,3.43699,0,33,0,0,0,0,0,12.5494,4028330243
38.2819,26122,3.43699,0,33,0,0,0,0,0,12.5494,4128394064
31.5547,31691,6.08,0,32,0,0,0,0,0,12.5266,4228498711
26.634,37546,6.08,0,32,0,0,0,0,0,12.5266,4328587452
34.8262,28714,6.08,0,32,0,0,0,0,0,12.5266,4428693422
32.9272,30370,6.08,0,32,0,0,0,0,0,12.5266,4528836145
