os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 22.04.1 LTS,11th Gen Intel Core i5-11400 @ 2.60GHz,UHD Graphics 730,65647272,5.15.0-50-generic,4.6 Mesa 22.2.0-devel,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
126.31,7917,6.6778,0,32,0,0,0,0,0,12.4788,207155045
135.263,7393,6.6778,0,32,0,0,0,0,0,12.4788,307303189
69.8763,14311,6.6778,0,32,0,0,0,0,0,12.4788,407400517
67.2676,14866,6.6778,0,32,0,0,0,0,0,12.4788,507485372
69.2425,14442,6.6778,0,32,0,0,0,0,0,12.4788,607567640
68.1199,14680,6.6778,0,32,0,0,0,0,0,12.4788,707651954
66.729,14986,7.53769,0,32,0,0,0,0,0,12.4803,807741745
133.333,7500,7.53769,0,32,0,0,0,0,0,12.4803,907808704
82.1355,12175,7.53769,0,32,0,0,0,0,0,12.4803,1007894533
69.6621,14355,7.53769,0,32,0,0,0,0,0,12.4803,1108004424
121.981,8198,7.53769,0,32,0,0,0,0,0,12.4803,1208072515
112.372,8899,9.09091,0,34,0,0,0,0,0,12.4631,1308148212
69.4107,14407,9.09091,0,34,0,0,0,0,0,12.4631,1408277060
69.6476,14358,9.09091,0,34,0,0,0,0,0,12.4631,1508445439
70.028,14280,9.09091,0,34,0,0,0,0,0,12.4631,1608569433
91.0664,10981,9.09091,0,34,0,0,0,0,0,12.4631,1708720148
90.5059,11049,6.89076,0,34,0,0,0,0,0,12.4705,1808872505
99.7904,10021,6.89076,0,34,0,0,0,0,0,12.4705,1908964904
69.2425,14442,6.89076,0,34,0,0,0,0,0,12.4705,2009120612
114.116,8763,6.89076,0,34,0,0,0,0,0,12.4705,2109263035
127.959,7815,6.89076,0,34,0,0,0,0,0,12.4705,2209325418
129.82,7703,8.15308,0,35,0,0,0,0,0,12.4824,2309429968
116.442,8588,8.15308,0,35,0,0,0,0,0,12.4824,2409546123
90.5961,11038,8.15308,0,35,0,0,0,0,0,12.4824,2509643322
69.4686,14395,8.15308,0,35,0,0,0,0,0,12.4824,2609730424
69.735,14340,8.15308,0,35,0,0,0,0,0,12.4824,2709920057
102.438,9762,7.8203,0,35,0,0,0,0,0,12.4744,2810088646
101.874,9816,7.8203,0,35,0,0,0,0,0,12.4744,2910231020
85.5505,11689,7.8203,0,35,0,0,0,0,0,12.4744,3010387800
120.005,8333,7.8203,0,35,0,0,0,0,0,12.4744,3110468966
101.719,9831,7.8203,0,35,0,0,0,0,0,12.4744,3210587801
127.975,7814,7.15474,0,36,0,0,0,0,0,12.4869,3310654916
99.5619,10044,7.15474,0,36,0,0,0,0,0,12.4869,3410811640
69.8324,14320,7.15474,0,36,0,0,0,0,0,12.4869,3510953385
115.58,8652,7.15474,0,36,0,0,0,0,0,12.4869,3611037001
96.3763,10376,7.15474,0,36,0,0,0,0,0,12.4869,3711227349
94.5001,10582,6.74536,0,36,0,0,0,0,0,12.4876,3811312841
106.587,9382,6.74536,0,36,0,0,0,0,0,12.4876,3911418201
119.847,8344,6.74536,0,36,0,0,0,0,0,12.4876,4011516638
97.924,10212,6.74536,0,36,0,0,0,0,0,12.4876,4111610636
72.2335,13844,6.74536,0,36,0,0,0,0,0,12.4876,4211751163
130.463,7665,7.94702,0,37,0,0,0,0,0,12.4999,4311849644
88.7311,11270,7.94702,0,37,0,0,0,0,0,12.4999,4411973819
94.2418,10611,7.94702,0,37,0,0,0,0,0,12.4999,4512069152
90.5305,11046,7.94702,0,37,0,0,0,0,0,12.4999,4612159083
93.5366,10691,7.94702,0,37,0,0,0,0,0,12.4999,4712260595
91.4997,10929,9.13621,0,37,0,0,0,0,0,12.3581,4812449810
106.383,9400,9.13621,0,37,0,0,0,0,0,12.3581,4912558408
133.529,7489,9.13621,0,37,0,0,0,0,0,12.3581,5012619893
97.9432,10210,9.13621,0,37,0,0,0,0,0,12.3581,5112765860
85.5725,11686,9.13621,0,37,0,0,0,0,0,12.3581,5212846144
129.232,7738,9.21053,0,36,0,0,0,0,0,12.3532,5312987792
94.9577,10531,9.21053,0,36,0,0,0,0,0,12.3532,5413146798
96.2001,10395,9.21053,0,36,0,0,0,0,0,12.3532,5513303125
87.1992,11468,9.21053,0,36,0,0,0,0,0,12.3532,5613474273
120.279,8314,9.21053,0,36,0,0,0,0,0,12.3532,5713563326
111.694,8953,6.94215,0,36,0,0,0,0,0,12.3537,5813699830
111.632,8958,6.94215,0,36,0,0,0,0,0,12.3537,5913835675
101.626,9840,6.94215,0,36,0,0,0,0,0,12.3537,6013994101
72.4585,13801,6.94215,0,36,0,0,0,0,0,12.3537,6114073074
92.1829,10848,6.94215,0,36,0,0,0,0,0,12.3537,6214193324
70.9572,14093,7.83333,0,33,0,0,0,0,0,12.357,6314348848
113.869,8782,7.83333,0,33,0,0,0,0,0,12.357,6414480755
97.8761,10217,7.83333,0,33,0,0,0,0,0,12.357,6514632703
83.3125,12003,7.83333,0,33,0,0,0,0,0,12.357,6614782193
69.808,14325,7.83333,0,33,0,0,0,0,0,12.357,6714970749
119.119,8395,6.25,0,33,0,0,0,0,0,12.3573,6815181515
113.417,8817,6.25,0,33,0,0,0,0,0,12.3573,6915268065
86.4902,11562,6.25,0,33,0,0,0,0,0,12.3573,7015381779
91.0167,10987,6.25,0,33,0,0,0,0,0,12.3573,7115462858
86.4753,11564,6.25,0,33,0,0,0,0,0,12.3573,7215559441
107.112,9336,8.48586,0,32,0,0,0,0,0,12.366,7315700360
89.67,11152,8.48586,0,32,0,0,0,0,0,12.366,7415762962
129.887,7699,8.48586,0,32,0,0,0,0,0,12.366,7515859098
95.2835,10495,8.48586,0,32,0,0,0,0,0,12.366,7615939467
110.144,9079,8.48586,0,32,0,0,0,0,0,12.366,7716078944
101.802,9823,7.28477,0,32,0,0,0,0,0,12.3662,7816161156
90.9091,11000,7.28477,0,32,0,0,0,0,0,12.3662,7916249464
95.4927,10472,7.28477,0,32,0,0,0,0,0,12.3662,8016386458
88.7469,11268,7.28477,0,32,0,0,0,0,0,12.3662,8116485525
83.4794,11979,7.28477,0,32,0,0,0,0,0,12.3662,8216561312
