os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 22.04.1 LTS,11th Gen Intel Core i5-11400 @ 2.60GHz,UHD Graphics 730,65647272,5.15.0-50-generic,4.6 Mesa 22.2.0-devel,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
12.768,78321,2.32897,0,31,0,0,0,0,0,12.5914,412716663
12.6937,78779,2.32897,0,31,0,0,0,0,0,12.5914,512915525
11.7545,85074,2.32897,0,31,0,0,0,0,0,12.5914,613051436
12.6669,78946,2.32897,0,31,0,0,0,0,0,12.5914,713194185
11.6587,85773,2.32897,0,31,0,0,0,0,0,12.5914,813303691
12.4355,80415,2.32897,0,31,0,0,0,0,0,12.5914,913479279
12.5221,79859,3.39233,0,31,0,0,0,0,0,12.6027,1013570299
11.7701,84961,3.39233,0,31,0,0,0,0,0,12.6027,1113708910
12.4437,80362,3.39233,0,31,0,0,0,0,0,12.6027,1213847277
12.3168,81190,3.39233,0,31,0,0,0,0,0,12.6027,1313982871
12.5367,79766,3.39233,0,31,0,0,0,0,0,12.6027,1414120141
12.9421,77267,3.39233,0,31,0,0,0,0,0,12.6027,1514256528
11.7066,85422,3.49854,0,31,0,0,0,0,0,12.6268,1614338163
12.9293,77344,3.49854,0,31,0,0,0,0,0,12.6268,1714476977
12.9164,77421,3.49854,0,31,0,0,0,0,0,12.6268,1814540784
12.5177,79887,3.49854,0,31,0,0,0,0,0,12.6268,1914673325
12.7273,78571,3.49854,0,31,0,0,0,0,0,12.6268,2014808742
12.7141,78653,3.49854,0,31,0,0,0,0,0,12.6268,2114955629
11.3487,88116,3.27381,0,31,0,0,0,0,0,12.6368,2215102023
12.3527,80954,3.27381,0,31,0,0,0,0,0,12.6368,2315242821
11.5687,86440,3.27381,0,31,0,0,0,0,0,12.6368,2415378071
12.1062,82602,3.27381,0,31,0,0,0,0,0,12.6368,2515512130
11.6963,85497,3.27381,0,31,0,0,0,0,0,12.6368,2615650655
11.6512,85828,1.65837,0,31,0,0,0,0,0,12.6368,2715791171
12.7809,78242,1.65837,0,31,0,0,0,0,0,12.6368,2815889244
11.8699,84247,1.65837,0,31,0,0,0,0,0,12.6368,2916024129
12.8422,77868,1.65837,0,31,0,0,0,0,0,12.6368,3016159258
12.8404,77879,1.65837,0,31,0,0,0,0,0,12.6368,3116315300
11.6279,86000,4.79651,0,31,0,0,0,0,0,12.5949,3216458157
12.4363,80410,4.79651,0,31,0,0,0,0,0,12.5949,3316593911
12.532,79796,4.79651,0,31,0,0,0,0,0,12.5949,3416732095
12.8151,78033,4.79651,0,31,0,0,0,0,0,12.5949,3516864483
12.8169,78022,4.79651,0,31,0,0,0,0,0,12.5949,3617009674
11.7353,85213,4.79651,0,31,0,0,0,0,0,12.5949,3717172352
12.8087,78072,1.47493,0,31,0,0,0,0,0,12.5956,3817234245
11.7361,85207,1.47493,0,31,0,0,0,0,0,12.5956,3917360396
12.0247,83162,1.47493,0,31,0,0,0,0,0,12.5956,4017512405
12.5614,79609,1.47493,0,31,0,0,0,0,0,12.5956,4117651084
11.6568,85787,1.47493,0,31,0,0,0,0,0,12.5956,4217735446
12.6576,79004,1.47493,0,31,0,0,0,0,0,12.5956,4317870956
12.3764,80799,3.62319,0,31,0,0,0,0,0,12.6034,4417954562
12.1283,82452,3.62319,0,31,0,0,0,0,0,12.6034,4518105249
12.8401,77881,3.62319,0,31,0,0,0,0,0,12.6034,4618242580
11.805,84710,3.62319,0,31,0,0,0,0,0,12.6034,4718325155
12.8803,77638,3.62319,0,31,0,0,0,0,0,12.6034,4818389571
12.8256,77969,2.68256,0,32,0,0,0,0,0,12.6146,4918552512
11.2876,88593,2.68256,0,32,0,0,0,0,0,12.6146,5018687484
12.7369,78512,2.68256,0,32,0,0,0,0,0,12.6146,5118820137
11.5399,86656,2.68256,0,32,0,0,0,0,0,12.6146,5218902223
11.837,84481,2.68256,0,32,0,0,0,0,0,12.6146,5319074842
12.2032,81946,2.68256,0,32,0,0,0,0,0,12.6146,5419226011
12.0341,83097,1.88133,0,32,0,0,0,0,0,12.6154,5519365056
12.6336,79154,1.88133,0,32,0,0,0,0,0,12.6154,5619503781
11.8297,84533,1.88133,0,32,0,0,0,0,0,12.6154,5719633667
11.9676,83559,1.88133,0,32,0,0,0,0,0,12.6154,5819700776
12.8785,77649,1.88133,0,32,0,0,0,0,0,12.6154,5919830230
11.7597,85036,1.88133,0,32,0,0,0,0,0,12.6154,6019966254
