os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 22.04.1 LTS,11th Gen Intel Core i5-11400 @ 2.60GHz,UHD Graphics 730,65647272,5.15.0-50-generic,4.6 Mesa 22.2.0-devel,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,elapsed
40.1671,24896,6.6335,0,32,0,0,0,0,0,12.389,202655580
46.3736,21564,6.6335,0,32,0,0,0,0,0,12.389,302868983
43.6034,22934,6.6335,0,32,0,0,0,0,0,12.389,403042919
45.8148,21827,6.6335,0,32,0,0,0,0,0,12.389,503196864
51.2952,19495,6.6335,0,32,0,0,0,0,0,12.389,603356745
45.9876,21745,6.6335,0,32,0,0,0,0,0,12.389,703502498
54.3213,18409,2.6534,0,32,0,0,0,0,0,12.389,803589600
40.2593,24839,2.6534,0,32,0,0,0,0,0,12.389,903676763
41.792,23928,2.6534,0,32,0,0,0,0,0,12.389,1003759068
52.0508,19212,2.6534,0,32,0,0,0,0,0,12.389,1103908634
51.5198,19410,2.6534,0,32,0,0,0,0,0,12.389,1203988545
40.0753,24953,6.16667,0,33,0,0,0,0,0,12.3588,1304110727
42.1265,23738,6.16667,0,33,0,0,0,0,0,12.3588,1404193722
39.8772,25077,6.16667,0,33,0,0,0,0,0,12.3588,1504277167
45.0025,22221,6.16667,0,33,0,0,0,0,0,12.3588,1604409681
47.3844,21104,6.16667,0,33,0,0,0,0,0,12.3588,1704495536
45.1549,22146,3.92799,0,33,0,0,0,0,0,12.3588,1804560539
40.6438,24604,3.92799,0,33,0,0,0,0,0,12.3588,1904643065
40.1252,24922,3.92799,0,33,0,0,0,0,0,12.3588,2004724531
47.2144,21180,3.92799,0,33,0,0,0,0,0,12.3588,2104858641
49.5344,20188,3.92799,0,33,0,0,0,0,0,12.3588,2204979153
50.0977,19961,5.10367,0,31,0,0,0,0,0,12.3738,2305119698
44.4879,22478,5.10367,0,31,0,0,0,0,0,12.3738,2405310457
49.7092,20117,5.10367,0,31,0,0,0,0,0,12.3738,2505447354
52.0969,19195,5.10367,0,31,0,0,0,0,0,12.3738,2605580723
51.9319,19256,5.10367,0,31,0,0,0,0,0,12.3738,2705766551
39.3484,25414,3.8526,0,31,0,0,0,0,0,12.3738,2805867375
41.6112,24032,3.8526,0,31,0,0,0,0,0,12.3738,2906030727
47.0633,21248,3.8526,0,31,0,0,0,0,0,12.3738,3006162917
47.3082,21138,3.8526,0,31,0,0,0,0,0,12.3738,3106246149
